bowl,wickets,runs,balls,econ,avg
Suminda Lakshan,21,514,416,7.41,24.48
Sumit Kumar,12,317,216,8.81,26.42
Sumit Ruikar,2,56,48,7.0,28.0
Sumit Singh,1,39,26,9.0,39.0
Sumith Bandara,0,24,13,11.08,
Sumon Khan,39,1003,752,8.0,25.72
Sunia Yalimaiwai,4,60,62,5.81,15.0
Sunil Narine,442,10391,9911,6.29,23.51
Sunil Roul,0,36,18,12.0,
Sunil Yadav,1,37,30,7.4,37.0
Sunny Gupta,0,18,12,9.0,
Sunny Patel,5,230,148,9.32,46.0
Sunzamul Islam,48,1352,1123,7.22,28.17
Supeshala Jayathilake,5,64,77,4.99,12.8
Suprit Pradhan,19,467,421,6.66,24.58
Supriyo Chakraborty,1,26,24,6.5,26.0
Supun Kavinda,10,133,133,6.0,13.3
Supun Madushanka,19,228,193,7.09,12.0
Suraj Kashyap,2,28,24,7.0,14.0
Suraj Randiv,30,592,482,7.37,19.73
Suranga Lakmal,43,1021,760,8.06,23.74
Suranga Paranavitana,4,32,31,6.19,8.0
Surendra Malviya,1,53,27,11.78,53.0
Suresh Peiris,3,53,32,9.94,17.67
Suresh Raina,12,506,409,7.42,42.17
Surinder Singh,4,139,92,9.07,34.75
Surya Anand,17,458,463,5.94,26.94
Surya Rengarajan,2,50,32,9.38,25.0
Suryakant Pradhan,0,51,36,8.5,
Suryakumar Yadav,2,5,6,5.0,2.5
Suryansh Shedge,4,161,84,11.5,40.25
Sushan Bhari,8,211,171,7.4,26.38
Sushant Mishra,5,126,82,9.22,25.2
Sushant Modani,1,2,6,2.0,2.0
Susheel Kumar,3,154,106,8.72,51.33
Suwath Mendis,11,149,122,7.33,13.55
Suyash Prabhudessai,2,86,70,7.37,43.0
Suyash Sharma,36,1033,782,7.93,28.69
Swapnil Bandiwar,1,22,20,6.6,22.0
Swapnil Modgill,1,67,30,13.4,67.0
Swapnil Singh,12,311,257,7.26,25.92
Syazrul Idrus,44,615,526,7.02,13.98
Sybrand Engelbrecht,16,258,219,7.07,16.12
Sydney Murombo,16,207,180,6.9,12.94
Syed Ali Gillani,3,78,58,8.07,26.0
Syed Amanullah,1,9,8,6.75,9.0
Syed Aqeel Israr,9,177,190,5.59,19.67
Syed Aziz,72,1482,1267,7.02,20.58
Syed Faizan Tahir,1,8,6,8.0,8.0
Syed Jamil,2,84,54,9.33,42.0
Syed Maisam Ali,16,167,169,5.93,10.44
Syful Islam Mohin,0,39,18,13.0,
Sylvester Okpe,79,1318,1381,5.73,16.68
T Natarajan,90,2339,1660,8.45,25.99
T Pradeep,5,125,94,7.98,25.0
T Rodrigo,0,12,6,12.0,
T Weerasinghe,2,82,64,7.69,41.0
T'shaka Patterson,0,31,13,14.31,
TC Vanlalremruata,3,71,60,7.1,23.67
Tabish Khan,19,504,369,8.2,26.53
Tabraiz Shamsi,326,6845,5683,7.23,21.0
Tafadzwa Muzarawetu,1,62,25,14.88,62.0
Taffy Mupariwa,0,26,14,11.14,
Tafseer Ali,1,37,24,9.25,37.0
Taher Mohammad,3,159,81,11.78,53.0
Taher Muhammad,2,73,57,7.68,36.5
Tahmeed Rahman,4,100,80,7.5,25.0
Taibur Rahman,15,192,146,7.89,12.8
Taijul Islam,62,1695,1407,7.23,27.34
Taj Wali,13,529,371,8.56,40.69
Tajinder Singh,2,134,125,6.43,67.0
Takudzwa Chataira,3,37,33,6.73,12.33
Talha Khan,0,1,1,6.0,
Tamoor Sajjad,4,154,126,7.33,38.5
Tana Teti,0,30,8,22.5,
Tanaka Chivanga,35,840,653,7.72,24.0
Tanatswa Bechani,6,192,139,8.29,32.0
Tanay Thyagarajan,12,282,253,6.69,23.5
Tanbir Hayder,5,323,232,8.35,64.6
Tangeni Lungameni,34,1144,932,7.36,33.65
Tanush Kotian,14,254,237,6.43,18.14
Tanveer Ahmed,4,116,83,8.39,29.0
Tanveer Sangha,74,1406,1136,7.43,19.0
Tanveer Ul-Haq,4,126,130,5.82,31.5
Tanvir Islam,98,1794,1575,6.83,18.31
Tanwir Afzal,19,516,423,7.32,27.16
Tanyaradzwa Munyaradzi,4,113,70,9.69,28.25
Tanzeel Sheikh,0,19,28,4.07,
Tanzim Hasan Sakib,107,2362,1777,7.98,22.07
Tapiwa Mufudza,31,777,650,7.17,25.06
Taposh Ghosh,1,25,18,8.33,25.0
Tarani Sa,2,37,24,9.25,18.5
Taranjeet Singh,54,918,827,6.66,17.0
Taranjit Singh,18,313,302,6.22,17.39
Tariq Aziz,7,70,102,4.12,10.0
Tariq Haroon,7,213,154,8.3,30.43
Tariq Saboor,1,29,19,9.16,29.0
Tariq Stanikzai,16,396,330,7.2,24.75
Tarisai Musakanda,0,10,6,10.0,
Tarun Nethula,18,438,306,8.59,24.33
Tarun Yadav,2,21,23,5.48,10.5
Taruwar Kohli,3,29,30,5.8,9.67
Tasaduq Hussain,3,64,59,6.51,21.33
Tasamul Haque,5,60,66,5.45,12.0
Tashi Chopel,0,29,13,13.38,
Tashi Dorji,3,120,69,10.43,40.0
Tashi Phuntsho,10,96,125,4.61,9.6
Tashik Perera,4,31,26,7.15,7.75
Tashinga Musekiwa,13,312,244,7.67,24.0
Taskin Ahmed,258,5166,4052,7.65,20.02
Tauqeer Hussain,7,50,52,5.77,7.14
Taurai Muzarabani,14,477,359,7.97,34.07
Tawanda Dzikiti,7,63,61,6.2,9.0
Tawanda Maposa,2,116,68,10.24,58.0
Tawanda Mupariwa,1,172,126,8.19,172.0
Tayyab Abbas,3,37,28,7.93,12.33
Teja Nidamanuru,6,159,111,8.59,26.5
Tejas Baroka,0,33,21,9.43,
Tejas Patel,1,64,43,8.93,64.0
Tejwinder Singh,15,229,249,5.52,15.27
Temuulen Amarmend,7,258,193,8.02,36.86
Tendai Chatara,132,2673,2265,7.08,20.25
Tendai Chisoro,33,1142,986,6.95,34.61
Tendekai Mataranyika,3,53,37,8.59,17.67
Tenjin Rabgey,1,10,20,3.0,10.0
Tenzin Wangchuk,28,731,571,7.68,26.11
Terrance Hinds,17,550,363,9.09,32.35
Tetelo Maphaka,2,81,56,8.68,40.5
Tevita Waqavakatoga,7,187,156,7.19,26.71
Thabiso Ramphoma,1,0,4,0.0,0.0
Thabo Masheshemane,1,10,7,8.57,10.0
Thabo Mboyi,12,194,144,8.08,16.17
Thamsanqa Rapelego,0,31,15,12.4,
Thanaphon Yotharat,4,59,65,5.45,14.75
Thandi Tshabalala,5,90,100,5.4,18.0
Thando Ntini,19,476,325,8.79,25.05
Thandolwethu Dlamini,0,2,12,1.0,
Thandolwethu Mnyaka,17,406,286,8.52,23.88
Thanuga Palihawadana,3,67,49,8.2,22.33
Thanuka Dabare,20,385,371,6.23,19.25
Tharaka Gunawardhana,1,81,61,7.97,81.0
Tharaka Waduge,0,24,12,12.0,
Tharana Wimaladharma,0,29,19,9.16,
Tharanga Lakshitha,6,52,44,7.09,8.67
Tharanga Ravin,0,23,25,5.52,
Tharinda Guruge,5,82,86,5.72,16.4
Tharinda Wijesinghe,0,6,6,6.0,
Tharindu Fernando,3,33,24,8.25,11.0
Tharindu Karunaratne,0,64,46,8.35,
Tharindu Kaushal,35,776,686,6.79,22.17
Tharindu Maduranga,12,160,158,6.08,13.33
Tharindu Perera,21,449,340,7.92,21.38
Tharindu Rathnayake,23,270,270,6.0,11.74
Tharindu Ratnayake,43,824,810,6.1,19.16
Tharindu Rukshan,0,4,2,12.0,
Tharindu Sandaruwan,7,132,93,8.52,18.86
Tharindu Siriwardene,5,92,86,6.42,18.4
Tharindu Weerasinghe,7,167,124,8.08,23.86
Tharmenthiran Shanmugam,1,57,57,6.0,57.0
Tharusha Fernando,6,63,65,5.82,10.5
Tharusha Navodya,0,21,6,21.0,
Tharushan Iddamalgoda,8,220,228,5.79,27.5
Tharushka Ashel,5,49,60,4.9,9.8
Thatayaone Tshose,31,662,546,7.27,21.35
Theeraka Ranatunga,3,70,65,6.46,23.33
Theesan Vithushan,13,132,150,5.28,10.15
Theivendiram Dinoshan,0,18,12,9.0,
Themal Bandara,0,13,6,13.0,
Themba Maupa,10,211,171,7.4,21.1
Theo Pullman,1,26,21,7.43,26.0
Theo van Woerkom,6,104,84,7.43,17.33
Theodore Macalou,7,139,129,6.47,19.86
Theunis de Bruyn,0,54,35,9.26,
Thevindu Dickwella,1,9,6,9.0,9.0
Thijs van Schelven,3,41,49,5.02,13.67
Thikshila de Silva,45,820,648,7.59,18.22
Thilan Prashan,8,213,179,7.14,26.62
Thilan Thushara,24,301,273,6.62,12.54
Thilan Walallawita,12,341,248,8.25,28.42
Thilina Hewa,0,21,25,5.04,
Thilina Perera,1,13,18,4.33,13.0
Thilip Thilappan,1,85,57,8.95,85.0
Thimira Malshan,6,67,59,6.81,11.17
Thinley Jamtsho,7,330,255,7.76,47.14
Thisara Dilshan,1,24,12,12.0,24.0
Thisara Perera,204,4928,3442,8.59,24.16
Thissa Sanjeewa,4,51,30,10.2,12.75
Thivagar Gopal,2,26,20,7.8,13.0
Thiwanka Kekulawala,6,52,41,7.61,8.67
Thiwanka Lakshitha,0,7,2,21.0,
Thiwanka Rajapaksha,3,100,76,7.89,33.33
Thiyagarajan Rajiv,0,16,6,16.0,
Thokozani Peter,0,29,24,7.25,
Thomas Bevan,1,56,26,12.92,56.0
Thomas Draca,8,124,149,4.99,15.5
Thomas Hobson,4,127,100,7.62,31.75
Thomas Kaber,30,558,472,7.09,18.6
Thomas Kannemeyer,3,64,45,8.53,21.33
Thomas Martin,2,48,36,8.0,24.0
Thomas Mashiane,1,81,61,7.97,81.0
Thomas Mayes,44,883,666,7.95,20.07
Thomas Parima,0,19,9,12.67,
Thomas Veillard,6,78,73,6.41,13.0
Thomas Zotos,2,25,30,5.0,12.5
Thula Ngcobo,19,288,248,6.97,15.16
Thulina Dilshan,4,71,60,7.1,17.75
Thuppahi Nadeera,1,30,27,6.67,30.0
Thuya Aung,16,180,237,4.56,11.25
Tiaan van Vuuren,5,390,259,9.03,78.0
Tian Koekemoer,1,22,18,7.33,22.0
Tian Sen Qun,9,215,240,5.38,23.89
Tilak Varma,5,172,150,6.88,34.4
Tilaksha Sumanasiri,4,124,95,7.83,31.0
Tilanga Udeshana,15,268,213,7.55,17.87
Tillakaratne Dilshan,21,567,414,8.22,27.0
Tillakaratne Sampath,38,870,756,6.9,22.89
Tim Bresnan,118,2471,1713,8.65,20.94
Tim Cross,1,44,31,8.52,44.0
Tim Cutler,9,259,196,7.93,28.78
Tim David,17,896,618,8.7,52.71
Tim Groenewald,32,857,610,8.43,26.78
Tim Johnston,9,234,197,7.13,26.0
Tim Linley,5,65,33,11.82,13.0
Tim Murtagh,13,330,280,7.07,25.38
Tim Pringle,39,882,768,6.89,22.62
Tim Southee,238,5477,4161,7.9,23.01
Tim Tector,1,29,24,7.25,29.0
Timil Patel,25,308,280,6.6,12.32
Timm van der Gugten,146,3271,2370,8.28,22.4
Timothy Filer,5,41,38,6.47,8.2
Timothy Surujbally,0,10,6,10.0,
Timroy Allen,3,112,60,11.2,37.33
Tinashe Kamunhukamwe,1,11,7,9.43,11.0
Tinashe Muchawaya,3,121,91,7.98,40.33
Tinashe Panyangara,13,224,198,6.79,17.23
Tino Best,4,280,182,9.23,70.0
Tinotenda Maposa,25,675,495,8.18,27.0
Tinotenda Mutombodzi,13,436,302,8.66,33.54
Tion Webster,0,9,6,9.0,
Tipu Sultan,9,402,348,6.93,44.67
Tladi Bokako,32,972,728,8.01,30.38
Tobden Singye,1,65,39,10.0,65.0
Toby Britton,2,21,25,5.04,10.5
Toby Findlay,9,174,145,7.2,19.33
Toby Gray,1,18,12,9.0,18.0
Toby Greatwood,1,117,64,10.97,117.0
Toby Lester,18,350,246,8.54,19.44
Toby Roland-Jones,56,1251,853,8.8,22.34
Todd Astle,41,1173,981,7.17,28.61
Todd Murphy,21,450,409,6.6,21.43
Todd Walker,2,40,30,8.0,20.0
Tofael Ahmed,3,81,43,11.3,27.0
Tom Abell,2,100,63,9.52,50.0
Tom Anders,3,42,25,10.08,14.0
Tom Andrews,13,379,304,7.48,29.15
Tom Aspinwall,22,421,326,7.75,19.14
Tom Bailey,33,795,540,8.83,24.09
Tom Barber,11,362,206,10.54,32.91
Tom Bruce,13,342,239,8.59,26.31
Tom Clark,0,4,1,24.0,
Tom Cooper,9,354,270,7.87,39.33
Tom Curran,260,6221,4357,8.57,23.93
Tom Hartley,85,2155,1665,7.77,25.35
Tom Helm,136,3378,2365,8.57,24.84
Tom Hinley,3,95,69,8.26,31.67
Tom Khoza,8,174,132,7.91,21.75
Tom Lammonby,15,460,314,8.79,30.67
Tom Lawes,15,561,327,10.29,37.4
Tom Milnes,0,30,19,9.47,
Tom Nightingale,5,184,162,6.81,36.8
Tom O'Connell,5,137,98,8.39,27.4
Tom Prest,2,43,37,6.97,21.5
Tom Price,2,178,119,8.97,89.0
Tom Rogers,82,2121,1527,8.33,25.87
Tom Scriven,21,487,360,8.12,23.19
Tom Smith,137,2964,2412,7.37,21.64
Tom Sole,6,198,176,6.75,33.0
Tom Stanton,4,74,63,7.05,18.5
Tom Taylor,87,1977,1383,8.58,22.72
Tom Vine,5,138,106,7.81,27.6
Tom Wells,4,239,149,9.62,59.75
Tom Westley,7,249,201,7.43,35.57
Tom Whitney,2,55,38,8.68,27.5
Tom Wood,1,56,36,9.33,56.0
Tomakanute Ritawa,10,148,107,8.3,14.8
Tomas Rossi,21,357,330,6.49,17.0
Tomasi Vanuarua,6,114,129,5.3,19.0
Tomer Kahamker,7,70,65,6.46,10.0
Tony Munyonga,6,393,327,7.21,65.5
Tony Palladino,4,89,73,7.32,22.25
Tony de Zorzi,1,10,6,10.0,10.0
Toqeer Ahmad,8,131,126,6.24,16.38
Towhid Hridoy,0,23,26,5.31,
Towker Khan,0,65,49,7.96,
Traveen Mathew,14,298,262,6.82,21.29
Travis Ackerman,1,21,13,9.69,21.0
Travis Head,23,645,454,8.52,28.04
Travis Muller,21,416,315,7.92,19.81
Travis Samuels,0,52,33,9.45,
Travis Stephenson,2,40,37,6.49,20.0
Travor Mutsamba,3,212,135,9.42,70.67
Trent Boult,296,7025,5363,7.86,23.73
Trent Lawford,4,138,86,9.63,34.5
Trent McKeegan,9,201,153,7.88,22.33
Treveen Mathew,1,22,18,7.33,22.0
Trevor Bukenya,2,117,66,10.64,58.5
Trevor Garwe,16,295,212,8.35,18.44
Trevor Gwandu,29,837,605,8.3,28.86
Trinson Carmichael,0,43,37,6.97,
Tripurana Vijay,6,158,96,9.88,26.33
Tripurari Lal,10,201,192,6.28,20.1
Tripuresh Singh,10,204,138,8.87,20.4
Trishank Gupta,0,12,12,6.0,
Tristan Luus,6,161,114,8.47,26.83
Tristan Stubbs,10,314,199,9.47,31.4
Troy Dudnath,3,34,34,6.0,11.33
Troy Taylor,21,409,358,6.85,19.48
Trust Makaya,2,53,55,5.78,26.5
Ts'episo Chaoana,8,339,327,6.22,42.38
Tsepo Ndwandwa,18,314,269,7.0,17.44
Tshepo Moreki,41,885,664,8.0,21.59
Tshepo Ntuli,16,445,394,6.78,27.81
Tumelo Mpatane,2,74,48,9.25,37.0
Tumelo Simelane,5,101,74,8.19,20.2
Tumelo Tlhokwe,14,160,157,6.11,11.43
Tumi Koto,1,47,27,10.44,47.0
Tumi Masekela,6,62,71,5.24,10.33
Tumursukh Turmunkh,4,179,117,9.18,44.75
Tunahan Turan,0,4,5,4.8,
Tunahan Ulutuna,0,6,6,6.0,
Tushar Deshpande,80,2156,1435,9.01,26.95
Tymal Mills,323,6908,5224,7.93,21.39
Tyron Koen,7,201,141,8.55,28.71
Tyrone Kane,36,599,465,7.73,16.64
Ubaid Shah,18,458,292,9.41,25.44
Udara Jayasundera,21,290,281,6.19,13.81
Udara Ranasinghe,3,24,36,4.0,8.0
Uday Bhagwan,2,119,75,9.52,59.5
Uday Hathinjar,3,44,35,7.54,14.67
Udith Madushan,25,381,305,7.5,15.24
Uili Sofi,1,48,31,9.29,48.0
Umaid Asif,98,2303,1728,8.0,23.5
Umair Ali,3,52,48,6.5,17.33
Umair Qasim,18,441,385,6.87,24.5
Umair Sharif,3,117,90,7.8,39.0
Umair Tariq,52,678,591,6.88,13.04
Umar Adam,48,994,803,7.43,20.71
Umar Amin,1,44,24,11.0,44.0
Umar Gul,31,917,609,9.03,29.58
Umayanga Suwaris,1,31,32,5.81,31.0
Umega Chaturanga,22,281,266,6.34,12.77
Umer Khan,21,582,427,8.18,27.71
Umesh Kaldera,0,18,12,9.0,
Umesh Karunaratne,18,451,381,7.1,25.06
Umesh Yadav,117,3081,2201,8.4,26.33
Umeshka Morais,12,159,174,5.48,13.25
Umran Malik,53,1224,850,8.64,23.09
Unnikrishnan Manukrishnan,6,101,76,7.97,16.83
Upen Shantu,17,170,197,5.18,10.0
Upul Bandara,4,67,43,9.35,16.75
Upul Indrasiri,30,484,418,6.95,16.13
Usama Mir,148,3426,2616,7.86,23.15
Ushan Imantha,0,53,26,12.23,
Ushantha Perera,1,15,5,18.0,15.0
Usman Ali,0,36,18,12.0,
Usman Arif,5,94,68,8.29,18.8
Usman Arshad,41,945,676,8.39,23.05
Usman Ghani,3,29,33,5.27,9.67
Usman Ishak,6,124,63,11.81,20.67
Usman Khalid,26,474,506,5.62,18.23
Usman Khan,33,466,449,6.23,14.12
Usman Najeeb,53,1008,842,7.18,19.02
Usman Qadir,81,2083,1562,8.0,25.72
Usman Rafiq,1,24,12,12.0,24.0
Usman Shahid,6,76,80,5.7,12.67
Usman Shinwari,99,2059,1578,7.83,20.8
Usman Tariq,41,682,592,6.91,16.63
Utkarsh Jain,27,476,502,5.69,17.63
Utkarsh Singh,5,104,109,5.72,20.8
Uzair Khan,1,24,13,11.08,24.0
V Athisayaraj Davidson,0,57,44,7.77,
Vadodariya Mukesh,2,121,87,8.34,60.5
Vaibhav Arora,54,1337,977,8.21,24.76
Vaisakh Chandran,0,4,6,4.0,
Valeed Veetil,2,137,103,7.98,68.5
Vanraaj Padhaal,0,12,6,12.0,
Varun Aaron,27,1013,714,8.51,37.52
Varun Chakravarthy,158,3181,2660,7.18,20.13
Varun Chopra,0,10,12,5.0,
Varun Choudhary,7,108,75,8.64,15.43
Varun Sood,0,11,12,5.5,
Varun Thamotharam,39,1021,853,7.18,26.18
Vassilli Orros,0,18,24,4.5,
Vasu Pulibanti,1,15,14,6.43,15.0
Vasu Saini,52,1125,1000,6.75,21.63
Vasuki Koushik,4,202,153,7.92,50.5
Vathila Udara,0,5,12,2.5,
Vatsal Vaghela,6,24,43,3.35,4.0
Vedant Nagpaul,5,104,104,6.0,20.8
Vedant Naik,0,16,19,5.05,
Vedran Zanko,3,56,44,7.64,18.67
Veerasammy Permaul,37,1166,1059,6.61,31.51
Venkatesh Iyer,27,492,367,8.04,18.22
Venkatesh Marghashayam,4,102,60,10.2,25.5
Venkatraman Ganesan,27,513,535,5.75,19.0
Venura Gayashan,2,76,52,8.77,38.0
Vernon Philander,22,745,553,8.08,33.86
Vichanath Singh,6,204,217,5.64,34.0
Victor Chirwa,3,85,81,6.3,28.33
Victor Nyauchi,50,911,755,7.24,18.22
Vidhwath Kaverappa,3,44,25,10.56,14.67
Vidusha Arachchige,2,83,56,8.89,41.5
Vidwath Kaverappa,4,79,84,5.64,19.75
Vieira Tembo,1,83,41,12.15,83.0
Vignesh Puthur,6,109,73,8.96,18.17
Vigneshwaran Rathinasamy,3,37,41,5.41,12.33
Vihaan Hampihallikar,1,129,75,10.32,129.0
Vihan Gunasekare,1,4,6,4.0,4.0
Vihanga Kalhara,3,101,90,6.73,33.67
Vihas Thewmika,4,50,55,5.45,12.5
Vijay Shankar,23,608,475,7.68,26.43
Vijay Unni,68,1249,1226,6.11,18.37
Vijayakanth Viyaskanth,64,1331,1116,7.16,20.8
Vijayakumar Jayant,1,76,51,8.94,76.0
Vijaykumar Vyshak,25,783,483,9.73,31.32
Vijesh Prabhudessai,3,28,24,7.0,9.33
Vikas Singh,2,30,31,5.81,15.0
Vikas Tokas,0,29,18,9.67,
Vikas Yadav,2,84,72,7.0,42.0
Vikash Singh,8,291,201,8.69,36.38
Viki Saha,0,29,24,7.25,
Vikram Vijh,52,917,722,7.62,17.63
Vikramjit Singh,6,163,102,9.59,27.17
Vikum Sanjaya,27,705,544,7.78,26.11
Vimal Khanduri,5,99,77,7.71,19.8
Vimal Kumar,0,67,36,11.17,
Vimukthi  Perera,12,455,330,8.27,37.92
Vimukthi Hettiarachchi,0,12,6,12.0,
Vimukthi Kulatunga,1,55,53,6.23,55.0
Vimukthi Viraj,2,64,31,12.39,32.0
Vinay Kumar,21,606,428,8.5,28.86
Vinay Ravi,40,776,740,6.29,19.4
Vincent Adewoye,18,375,295,7.63,20.83
Vincent Ateak,7,154,127,7.28,22.0
Vincent Masekesa,2,69,61,6.79,34.5
Vincent Moore,5,115,93,7.42,23.0
Vineet Panwar,1,78,49,9.55,78.0
Vinod Kumar,0,20,13,9.23,
Vinodh Perera,25,450,334,8.08,18.0
Vinoo Balakrishnan,4,37,37,6.0,9.25
Vinoth Baskaran,29,783,637,7.38,27.0
Vinoth Ravindran,4,20,40,3.0,5.0
Vinuda Liyanage,2,25,24,6.25,12.5
Vinuja Ranpul,3,71,48,8.88,23.67
Vipraj Nigam,14,398,281,8.5,28.43
Virandeep Singh,115,1461,1567,5.59,12.7
Virat Kohli,2,44,35,7.54,22.0
Virendra Kumar,4,73,62,7.06,18.25
Vishal Ahir,0,53,36,8.83,
Vishal Gite,1,48,37,7.78,48.0
Vishal Jayswal,2,50,24,12.5,25.0
Vishal Sharma,1,38,22,10.36,38.0
Vishaul Singh,2,42,30,8.4,21.0
Vishen Halambage,11,185,170,6.53,16.82
Vishil Patel,12,301,268,6.74,25.08
Vishnu Solanki,0,9,6,9.0,
Vishnu Sukumaran,2,39,28,8.36,19.5
Vishwa Fernando,26,538,444,7.27,20.69
Vishwa Lahiru,14,158,187,5.07,11.29
Vishwa Supun,0,9,6,9.0,
Vishwar Shaw,2,19,26,4.38,9.5
Vivek Dixit,0,8,6,8.0,
Vivek Singh,0,14,12,7.0,
Vivekanand Tiwari,4,81,55,8.84,20.25
Vivian Kingma,24,629,529,7.13,26.21
Vivrant Sharma,0,37,21,10.57,
Vraj Patel,83,1199,1362,5.28,14.45
Vukasin Zimonjic,37,896,713,7.54,24.22
Vusi Sibanda,0,6,3,12.0,
Vusumuzi Mazibuko,0,11,12,5.5,
Wafadar Momand,33,794,624,7.63,24.06
Wafiullah Tarakhil,1,36,30,7.2,36.0
Wahab Riaz,334,6799,5607,7.28,20.36
Waheed Ahmed,8,218,189,6.92,27.25
Wahidullah Sahak,21,308,249,7.42,14.67
Wahidullah Zadran,28,433,387,6.71,15.46
Waji Ul Hassan,25,443,363,7.32,17.72
Waleed Rana,3,46,36,7.67,15.33
Waleed Stanekzai,5,89,69,7.74,17.8
Waleed Waqar,1,43,20,12.9,43.0
Walid Ghauri,2,71,56,7.61,35.5
Wallace Mubayiwa,15,288,242,7.14,19.2
Walter Behr,12,117,127,5.53,9.75
Walter Fokkens,0,19,12,9.5,
Wanchana Uisuk,0,45,25,10.8,
Wang Qi,4,48,67,4.3,12.0
Wanindu Hasaranga,137,2361,1990,7.12,17.23
Wanindu Hasaranga de Silva,192,3147,2763,6.83,16.39
Wanuja Sahan,20,367,320,6.88,18.35
Waqar Abbasi,4,79,71,6.68,19.75
Waqar Ali,36,243,337,4.33,6.75
Waqar Khan,6,102,48,12.75,17.0
Waqar Salamkheil,128,2571,1930,7.99,20.09
Waqar Ul Hassan,0,10,6,10.0,
Waqar Zalmai,28,613,455,8.08,21.89
Waqarullah Ishaq,3,152,96,9.5,50.67
Waqas Ahmad,29,413,359,6.9,14.24
Waqas Ahmed,10,211,175,7.23,21.1
Waqas Ali,3,35,29,7.24,11.67
Waqas Barkat,12,411,318,7.75,34.25
Waqas Khan,1,42,31,8.13,42.0
Waqas Maqsood,60,1378,1100,7.52,22.97
Warna Narayana,1,67,58,6.93,67.0
Warren Barnes,8,194,131,8.89,24.25
Warren Bell,6,125,104,7.21,20.83
Wasal Bitis,3,111,80,8.32,37.0
Wasantha Kumaranayaka,2,103,84,7.36,51.5
Wasantha Warnapura,2,58,37,9.41,29.0
Waseem Abbas,80,1490,1189,7.52,18.62
Waseem Akram,1,39,27,8.67,39.0
Waseem Raza,0,25,14,10.71,
Waseem Yaqoob,19,283,228,7.45,14.89
Waseeq Ahmed,15,332,302,6.6,22.13
Washington Sundar,99,2709,2261,7.19,27.36
Wasim Akram,3,67,46,8.74,22.33
Wasim Ali,6,177,168,6.32,29.5
Wataru Miyauchi,0,3,6,3.0,
Wayan Budiarta,2,53,57,5.58,26.5
Wayne Madsen,25,797,589,8.12,31.88
Wayne Parnell,212,4894,3596,8.17,23.08
Wayne White,11,299,204,8.79,27.18
Wedage Malinda,1,66,58,6.83,66.0
Wellington Masakadza,99,2657,2282,6.99,26.84
Werner Coetsee,19,394,357,6.62,20.74
Wes Agar,93,2116,1477,8.6,22.75
Wes Durston,15,378,289,7.85,25.2
Wesley Barresi,2,49,34,8.65,24.5
Wesley Viraliliu,1,105,71,8.87,105.0
Wessley Madhevere,25,591,500,7.09,23.64
Wessly Madhevere,29,554,522,6.37,19.1
Wiaan Mulder,61,1724,1238,8.36,28.26
Wihan Lubbe,23,770,656,7.04,33.48
Wil Parker,1,167,106,9.45,167.0
Will Beer,57,1557,1192,7.84,27.32
Will Davis,21,657,442,8.92,31.29
Will Gidman,0,55,24,13.75,
Will Jacks,85,1786,1483,7.23,21.01
Will O’Rourke,32,855,603,8.51,26.72
Will Prestwidge,6,147,95,9.28,24.5
Will Rhodes,37,719,498,8.66,19.43
Will Sanders,0,26,13,12.0,
Will Smith,20,557,452,7.39,27.85
Will Sutherland,49,1585,1109,8.58,32.35
Will Williams,34,700,463,9.07,20.59
Willem Ludick,3,135,92,8.8,45.0
William Bosisto,3,84,79,6.38,28.0
William Clark,4,78,50,9.36,19.5
William Cope,17,414,347,7.16,24.35
William Kokaua,7,105,68,9.26,15.0
William Mashinge,8,324,218,8.92,40.5
William McClintock,0,50,26,11.54,
William O'Donnell,4,153,109,8.42,38.25
William O’Rourke,27,645,514,7.53,23.89
William Peatfield,32,363,397,5.49,11.34
William Perchard,0,46,37,7.46,
William Robertson,1,6,18,2.0,6.0
William Somerville,40,1042,774,8.08,26.05
Williamsing Nalisa,29,586,512,6.87,20.21
Willie Gavera,9,193,159,7.28,21.44
Wintley Burton,17,345,277,7.47,20.29
Wiraphan Ngowhuad,17,298,199,8.98,17.53
Womejo Wotu,4,94,93,6.06,23.5
Woshantha Silva,0,6,6,6.0,
Writtick Chatterjee,8,134,127,6.33,16.75
Xaviee Smith,9,111,141,4.72,12.33
Xavier A Crone,0,51,30,10.2,
Xavier Bartlett,108,2266,1660,8.19,20.98
Xavier Doherty,8,336,235,8.58,42.0
Xolane Shongwe,1,36,27,8.0,36.0
Yab Niya,0,61,28,13.07,
Yacouba Konate,0,16,18,5.33,
Yadwinder Singh,0,2,12,1.0,
Yahya Jakda,12,341,238,8.6,28.42
Yahya Khan,0,56,29,11.59,
Yahya Suhail,2,72,55,7.85,36.0
Yair Nagavkar,9,191,170,6.74,21.22
Yalinde Nkanya,59,836,910,5.51,14.17
Yama Arab,26,620,409,9.1,23.85
Yamin Ahmadzai,48,1195,844,8.5,24.9
Yannic Cariah,3,177,115,9.23,59.0
Yaqoob Ali,12,244,200,7.32,20.33
Yarden Divekar,0,31,12,15.5,
Yasar Haroon,8,233,196,7.13,29.12
Yaseen Vallie,8,137,118,6.97,17.12
Yasen Muntasir,1,49,37,7.95,49.0
Yash Dayal,53,1611,1112,8.69,30.4
Yash Singh,5,142,111,7.68,28.4
Yash Talati,6,26,51,3.06,4.33
